,id,text,score,sentiment,nltk_score,nltk_sentiment,combined_score,combined_sentiment,combined_granular_sentiment
846,1340065259059462144,"Since #Belgian minister has tweeted costs to #EU of var. #COVID19 vaccines (#PfizerBioNTech = USD$14, #Moderna = $1… https://t.co/riurKTKQfG",0.0,Neutral,0.0,Neutral,0.0,Neutral,Neutral
847,1340051308368289795,"why don't inject it into glute muscle? maybe it safer.

#mRNA #vaccine #PfizerBioNTech",0.0,Neutral,0.4215,Positive,0.21075,Positive,Optimistic
848,1340050379518701569,"#COVIDvaccine side effects. Not mentioned on #HealthCanada website, or in submissions from #PfizerBioNTech for HC a… https://t.co/BmebDBz7nI",0.0,Neutral,0.0,Neutral,0.0,Neutral,Neutral
849,1340048251563745280,#COVAX #ThePeoplesVaccine #COVID19 #Moderna #SputnikV #PfizerBioNTech #Pfizervaccine #Sinovac #Sinopharm… https://t.co/SkemQRqIa7,0.0,Neutral,0.0,Neutral,0.0,Neutral,Neutral
850,1340045779793289217,the Pfizer mRNA vaccine is derived from fetal stem cells.  Any of you pro-life hypocrites are prohibited from being… https://t.co/tY6rKv3RqX,-0.35492077981149,Negative,0.0,Neutral,-0.177460389905745,Neutral,Skeptical
851,1340045427022962688,Just booked my COVID vaccination appointment!! #science #PfizerBioNTech https://t.co/GcBDDeoLkb,0.0,Neutral,0.0,Neutral,0.0,Neutral,Neutral
852,1340045422434394112,"COVID Vaccine part 1 done! 

It took me longer to find the garage I had to park in than to get the vaccine, lol… https://t.co/WNIcjsggxE",0.0,Neutral,0.0,Neutral,0.0,Neutral,Neutral
853,1340043772177084416,It's safe. It's effective. Get it as soon as you're eligible. Do your part. #COVID19Vaccine #CovidVaccine… https://t.co/vFMNJmWTsU,0.7314569796008759,Positive,0.7184,Positive,0.724928489800438,Positive,Positive
854,1340040230984925184,"This morning #FrontLineHeroes at .@MetroHealthGR received the #PfizerBioNTech #COVID19 #vaccine 

.@MLive story by… https://t.co/9ietOH0n2Z",0.0,Neutral,0.0,Neutral,0.0,Neutral,Neutral
855,1340035396311379971,Happy tears ! Got my first dose of Pfizer vaccine today. The only reaction it gave was JOY !#CovidVaccine… https://t.co/LMlmFDbxZp,0.7556642438577073,Positive,0.8367,Positive,0.7961821219288536,Positive,Positive
856,1340034542405443584,Thanks to efforts by the United Kingdom to approve and roll-out a vaccine 💉 Scotland is now the most vaccinated pla… https://t.co/EoR22vPGMV,0.3390629208447709,Positive,0.6908,Positive,0.5149314604223855,Positive,Positive
857,1340022005781946376,@DHSCgovuk @NHSuk @NHSEngland #britain leading  🌎 to  #Pfizer #PfizerBioNTech vaccine #CovidVaccine #COVID19Vaccine… https://t.co/L5axvc2BcD,0.42042250987144303,Positive,0.0,Neutral,0.21021125493572151,Positive,Optimistic
858,1340019043445714946,Help American citizens get more information on the #CovidVaccine after you’ve received your vaccine. Don’t forget t… https://t.co/p2hMffoCfd,0.0,Neutral,0.2023,Positive,0.10115,Neutral,Neutral
859,1340016612255047680,Dr. JAM gets vaccinated!#PfizerBioNTech #getvaccinated @LLUHealth https://t.co/7VbKESIG7Z,0.0,Neutral,0.0,Neutral,0.0,Neutral,Neutral
860,1340014622728888320,"📚 Referencias:
1. https://t.co/rLLGIkIi40. (2020). Retrieved 15 December 2020, from https://t.co/jWyPTZTHur.

9/🧵… https://t.co/LP6LS5ZVuj",0.0,Neutral,0.0,Neutral,0.0,Neutral,Neutral
861,1340014500083236864,"Not a fan of VP Mike Pence, but thank you for doing this. The public needs strong leadership on both sides to insti… https://t.co/fkSxraa7vX",0.6707514096633942,Positive,0.803,Positive,0.7368757048316972,Positive,Positive
862,1340010086874419206,my #column on #Monday for a #Turkish newspaper... about #Ankara's last #policy for #China's Coronavac #vaccine !!!… https://t.co/N1nmQrwkVg,0.0,Neutral,0.0,Neutral,0.0,Neutral,Neutral
863,1340009883274366978,@moderna is stepping up &amp; doing the right thing for its placebo recipients... @pfizer is waiting for us to get sick… https://t.co/ksBFNNbLFm,-0.075267495177895,Neutral,0.0,Neutral,-0.0376337475889475,Neutral,Neutral
864,1340009156263206923,Oh this been the best explanation for the vaccine and our immune response #PfizerBioNTech #Moderna https://t.co/4lwGIWBjKM,0.3711057964122643,Positive,0.7506,Positive,0.5608528982061322,Positive,Positive
865,1340004742672637952,"It’s Shot O’Clock! When it’s your turn, don’t miss your shot 🙏🏽 #IGotTheShot #VaccinesSaveLives #StickItToCOVID… https://t.co/Q0hWdeRuJO",-0.3794309492396483,Negative,-0.2244,Negative,-0.30191547461982415,Negative,Skeptical
866,1340004197710761984,"Been a long, exhausting, and heartbreaking year but finally there is hope. Yes it’s a new vaccine and yes it was ma… https://t.co/9KVpIQKnUM",0.0,Neutral,0.8481,Positive,0.42405,Positive,Positive
867,1340001660773527554,Please read this thread. #COVID19 #PfizerBioNTech #PfizerVaccine #ModernaVaccine https://t.co/pUv3ilnCAG,0.0,Neutral,0.3182,Positive,0.1591,Neutral,Optimistic
868,1340000375697391616,"Russia’s coronavirus death toll rises to 49,762 @WHO #Russia #coronavirus #PfizerBioNTech #COVID19… https://t.co/GUzrVI5IXp",-0.5346185585447135,Negative,-0.5994,Negative,-0.5670092792723568,Negative,Negative
869,1339994918245294085,RVH Amongst 17 Ontario Hospitals Set To Receive Covid-19 Vaccine https://t.co/dNm1LsJDFZ #Covid19 #PfizerBioNTech… https://t.co/FGipYExiLH,0.0,Neutral,0.0,Neutral,0.0,Neutral,Neutral
870,1339990007998758918,@SandySpringerMD @KizzyPhD I got mine Wednesday. Thank you. #PfizerBioNTech #vaccinated https://t.co/e8GpDKKrDJ,0.45314899638796713,Positive,0.3612,Positive,0.40717449819398355,Positive,Positive
871,1339987751048011778,Got my covid vaccine alongside @radphysicist and @JulieLarkin305. Can report - No microchip or U2 album found so fa… https://t.co/NjhRRpaJAd,0.0,Neutral,-0.296,Negative,-0.148,Neutral,Neutral
872,1339985210558046208,"Strong work, Science. 5/5 High Honors #IGotTheShot #CovidVaccine #Pfizer #PfizerBioNTech https://t.co/DLwSPKWMAd",0.6755267764509856,Positive,0.765,Positive,0.7202633882254927,Positive,Positive
873,1339980489969561604,"from #COVID19 #vaccination centre in #Chertsey, #England to Providence Alaska Medical Center in Anchorage, #Alaska… https://t.co/4YI6n1USkI",0.0,Neutral,0.0,Neutral,0.0,Neutral,Neutral
874,1339977964226813953,@NelsonforWI @thedacare B/c of fear mongering from CCP &amp; Soros agents like you! Care to explain how a vaccine with… https://t.co/wSLoWCO3je,-0.11101751076585797,Neutral,0.2481,Positive,0.068541244617071,Neutral,Neutral
875,1339977830696968195,@tomhfh #Fakenews? 🇪🇺 #vonderleyen #ursulavonderleyen #EUCommissioner #EUCommission said #eu27 start #CovidVaccine… https://t.co/bqmVKDwgI2,0.0,Neutral,0.0,Neutral,0.0,Neutral,Neutral
876,1339977759192453121,"Health Canada, FDA closely watching for any adverse reactions of Pfizer vaccine
https://t.co/2TE9RvW1Cw… https://t.co/rXTXn0Xt1S",-0.43250032325157917,Negative,-0.3612,Negative,-0.39685016162578957,Negative,Skeptical
877,1339977182379208706,#ICYMI: Dr. Mark Poznansky @MassGeneralNews joined @mattgurney on @SXMMornings to discuss the latest on the process… https://t.co/CXPPCWrqjg,0.0,Neutral,0.0,Neutral,0.0,Neutral,Neutral
878,1339976088798281728,Got the Covid vaccine today. 2nd dose is in 3 weeks 💉 #CovidVaccine #PfizerCOVIDvaccine #PfizerBioNTech… https://t.co/a9KuDLLHiM,0.0,Neutral,0.0,Neutral,0.0,Neutral,Neutral
879,1339974516387303430,"COVID-19 VACCINE: A historic day for @MayoClinic as six employees received the Pfizer vaccine Friday morning. 

- T… https://t.co/ArFmXxM8Lc",0.0,Neutral,0.0,Neutral,0.0,Neutral,Neutral
880,1339969712890007553,"https://t.co/eVytSjreYo $PFE #PfizerBioNTech #Pfizervaccine #stock #price is tanking...it's over, I think the stock is going to crash.",0.0,Neutral,-0.4019,Negative,-0.20095,Negative,Skeptical
881,1339968997975076867,"What a historical moment! I did this for my daughter, my husband, my family, my colleagues, my patients, and societ… https://t.co/ldZXOzlzbx",0.0,Neutral,0.0,Neutral,0.0,Neutral,Neutral
882,1339966249892257792,"Today is the day! Feel very lucky to be in the first wave, when it’s your turn PLEASE receive your #CovidVaccine… https://t.co/i91hBzj6xD",0.3938245991989388,Positive,0.752,Positive,0.5729122995994694,Positive,Positive
883,1339965995763572737,I can’t tell you how happy these images make me. Seeing my ICU and ED nurse managers being vaccinated brings me suc… https://t.co/3DKIlu3nQJ,0.30361518898274054,Positive,0.5719,Positive,0.43775759449137025,Positive,Positive
884,1339964877146886144,"In a historic event, #EnglewoodHealth has received its first shipment of the #PfizerBioNTech #COVID19 #vaccine, whi… https://t.co/QJ70A4jpCs",0.0,Neutral,0.0,Neutral,0.0,Neutral,Neutral
885,1339964773543264259,Just got vaccinated today and feeling good... #PfizerBioNTech #CovidVaccine #TwoShotsInTheArm https://t.co/jMzgB7BcIW,0.4456324742997273,Positive,0.128,Neutral,0.28681623714986365,Positive,Optimistic
886,1339961932498001921,Does he not know that after the #vaccines life expectancy is 12 months max for the over 70s ! #PfizerBioNTech… https://t.co/2kVkbSWiog,0.0,Neutral,0.0,Neutral,0.0,Neutral,Neutral
887,1339961391193702401,Dr. Deena Hinshaw said that the extra doses would hopefully increase the number of people they could immunize with… https://t.co/hEDfRYSoiy,0.0,Neutral,0.6486,Positive,0.3243,Positive,Optimistic
888,1339956346804969472,So now we know how much €£$ EU countries pay for #Covid_19 vaccines (€12 a dose for #PfizerBioNTech) thank to Belgi… https://t.co/KROXUcXAKt,0.2969644282927533,Positive,0.2732,Positive,0.2850822141463767,Positive,Optimistic
889,1339955505343688704,"#PfizerBioNTech #CovidVaccine dose 1 yesterday 

Thanks to @HonorHealth and partnership w @MayoClinic… https://t.co/1iydaPbPf7",0.0,Neutral,0.4404,Positive,0.2202,Positive,Optimistic
890,1339950066442805249,"One for the history books! In less than a week after the #PfizerBioNTech #covid19vaccine was approved, a few health… https://t.co/5ZYYmFjHFJ",0.0,Neutral,0.4753,Positive,0.23765,Positive,Optimistic
891,1339949154781573128,"2 hours later: tiniest bit of soreness at injection site
#ItsSafe #ItsEasy #ItDoesntHurt #TakeTheVaccine 💪😷
#PfizerBioNTech #Moderna",-0.40380324714707544,Negative,0.0,Neutral,-0.20190162357353772,Negative,Skeptical
892,1339947759760191489,@7orryya98 Absolutely right... It supposed to be The last choice.. It's not about just #PfizerBioNTech  or… https://t.co/4Unsdgk08h,0.39267262728619035,Positive,0.0,Neutral,0.19633631364309517,Neutral,Optimistic
893,1339947392595058688,"Before You Rush For #COVID19 #Vaccine, Remember This - You Can't Sue Anyone If Suffer Any Serious Side Effects -… https://t.co/Pd2LPBUKIP",-0.5324287461206465,Negative,-0.5859,Negative,-0.5591643730603233,Negative,Negative
894,1339940861556211713,Come on down @realDonaldTrump. Worried the fake tan will come off? Only idiot not excited there is a vaccine out.… https://t.co/LquAJhDtCP,-0.8200104339674618,Negative,-0.8637,Negative,-0.8418552169837309,Negative,Negative
895,1339940450237624320,"Hope. 
The start of something better.
Not a return to the way things were.
The fight is just beginning.
Hope.… https://t.co/bClFCSscyG",0.29148194372925446,Positive,0.4939,Positive,0.3926909718646272,Positive,Optimistic
896,1339939473518448645,Done! Vaccine #1 is done. Phew. #PICURN #PfizerBioNTech https://t.co/6Wa4C4nHT9,0.0,Neutral,0.0,Neutral,0.0,Neutral,Neutral
897,1339938563102633984,US Vice President @Mike_Pence and his wife @KarenPence received their shots Friday morning in an office suite in th… https://t.co/ACFcD5noKm,-0.3798435159364245,Negative,0.0,Neutral,-0.18992175796821226,Neutral,Skeptical
898,1339936961197465600,First dose of the #COVID19 #PfizerBioNTech vaccine is in my arm! 2nd dose in 3 weeks! #hospitalist… https://t.co/tuiOSJVjlg,0.0,Neutral,0.0,Neutral,0.0,Neutral,Neutral
899,1339927069329928192,"Minutes after the POTUS tweet, Vice Pres. Pence said the FDA could issue EUA to Moderna within hours. 

Pence was s… https://t.co/l0y1MQo5vY",-0.5932734369801522,Negative,0.0,Neutral,-0.2966367184900761,Negative,Skeptical
900,1339923424462848000,We all must be forever thankful to science for successfully producing vaccine for #COVID19 within 9 months of the p… https://t.co/C8x2CuqlGx,0.7804454544842323,Positive,0.7845,Positive,0.7824727272421161,Positive,Positive
901,1339922104372912128,45 minutes til my #COVID19 #PfizerBioNTech vaccine!!!,0.0,Neutral,0.0,Neutral,0.0,Neutral,Neutral
902,1339921804832419845,"ONLINE NOW: As the #PfizerBioNTech #vaccine inoculations continue across Canada, studies are being conducted on kid… https://t.co/MU9GlIlPCI",0.0,Neutral,0.0,Neutral,0.0,Neutral,Neutral
903,1339921739460046848,"@pemjb @pfizer Pfizer/BioNTech Coronavirus vaccine approved for emegency use by FDA!
View the article to know more!… https://t.co/SsenQzdrpj",0.0,Neutral,0.5242,Positive,0.2621,Positive,Optimistic
904,1339921655125192707,"@DrEdNg @_SCGP_ Pfizer/BioNTech Coronavirus vaccine approved for emegency use by FDA!
View the article to know more… https://t.co/C7iWKVWUOv",0.0,Neutral,0.4753,Positive,0.23765,Positive,Optimistic
905,1339921599374503938,"@helennewland Pfizer/BioNTech Coronavirus vaccine approved for emegency use by FDA!
View the article to know more!… https://t.co/RlepeDvotJ",0.0,Neutral,0.5242,Positive,0.2621,Positive,Optimistic
906,1339921519586242560,"@IBDMD @UChicagoMed @UChicagoIBD Pfizer/BioNTech Coronavirus vaccine approved for emegency use by FDA!
View the art… https://t.co/ap1fkekUJi",0.0,Neutral,0.4753,Positive,0.23765,Positive,Optimistic
907,1339921448572506115,"@IndiaToday Pfizer/BioNTech Coronavirus vaccine approved for emegency use by FDA!
View the article to know more!… https://t.co/C9FgOU5c9s",0.0,Neutral,0.5242,Positive,0.2621,Positive,Optimistic
908,1339920107431202823,No point on 'vaccination status' if there's no data or proven #immunity with the #COVID19 #PfizerBioNTech #vaccine. https://t.co/bST07PwPXc,0.47714746419625514,Positive,-0.5267,Negative,-0.0247762679018724,Neutral,Neutral
909,1339920033603006465,This is what happens when you slip animal trials and do zero long term safety tests. #COVID19 #mRNA #Pfizer… https://t.co/AsIzpCqNZC,0.0,Neutral,0.4215,Positive,0.21075,Positive,Optimistic
910,1339918217029009409,@LBC @mrjamesob UK has already run out of the handful of #PfizerBioNTech vaccine it received. The #AstraZeneca vacc… https://t.co/uS00USSKaX,0.0,Neutral,0.0,Neutral,0.0,Neutral,Neutral
911,1339909831545810946,"Finally, light at the end of the tunnel ☀️ 

#IGotTheShot 
#iamnotthrowingawaymyshot
#CovidVaccine #PfizerBioNTech… https://t.co/V2mfoQmgMK",0.0,Neutral,0.0,Neutral,0.0,Neutral,Neutral
912,1339895687350108160,"“Our challenge now is to ensure that vaccines are treated as a public good – accessible and affordable to everyone,… https://t.co/1t1AH5ZwD6",0.35778346729330884,Positive,0.7003,Positive,0.5290417336466544,Positive,Positive
913,1339887031615418369,"from excited, to feeling dizzy then to 💀⁉️
Is this what the #PfizerBioNTech #Vaccine does⁉️ to make matters worse t… https://t.co/KGJBEUNCbL",-0.6063666795350036,Negative,-0.25,Negative,-0.4281833397675018,Negative,Negative
914,1339886895518519296,The video shows #HealthcareWorkers dancing to American singer Lizzo’s song #GoodAsHell to celebrate the… https://t.co/Jy0VktjV8Y,0.46356382830832077,Positive,0.5719,Positive,0.5177319141541603,Positive,Positive
915,1343281741289680897,"Mauricette,78. First Pfizer GUINEA PIG in a French nursing home: “ah, do I have to do a vaccine??""
They vaccinate p… https://t.co/q659m6hcEs",0.0,Neutral,0.0,Neutral,0.0,Neutral,Neutral
916,1342108008080408576,Anyone want to see the full list of ingredients in the Pfizer covid vaccine? #polyethyleneglycol #vaccine #Pfizer… https://t.co/PDvKgVN9rm,0.0,Neutral,0.0772,Neutral,0.0386,Neutral,Neutral
917,1341251058333413376,"Biden tells Americans “there’s nothing to worry about”.

https://t.co/6hzPsRZmbS

@JoeBiden  @DrBiden @US_FDA… https://t.co/DL1RfeKBjr",-0.3983925175373717,Negative,0.3412,Positive,-0.02859625876868585,Neutral,Neutral
918,1341247364858843136,"Joe Biden gets Pfizer's COVID-19 vaccine in Delaware Hospital
https://t.co/lQvz93yXKN

#USA #JoeBiden #America… https://t.co/nVgW0n1F0o",0.0,Neutral,0.0,Neutral,0.0,Neutral,Neutral
919,1340948124236476416,What a privilege to have received the #PfizerBioNTech #vaccine @StGeorgesTrust this morning!  Administered by the o… https://t.co/tYketB15G4,0.578871325627148,Positive,0.4199,Positive,0.499385662813574,Positive,Positive
920,1340463397956014081,"Managing expectations around the #PfizerBioNTech #COVID19 vaccine will be paramount in combating misinformation:

1… https://t.co/K10fn2h8kV",0.0,Neutral,-0.3182,Negative,-0.1591,Neutral,Skeptical
921,1340458612095938560,how many people actually have already got #PfizerBioNTech vaccine in 6 days?,0.0,Neutral,0.0,Neutral,0.0,Neutral,Neutral
922,1340456887817560065,The @US_FDA is investigating around 5 allergic reactions that happened after people were administered… https://t.co/rp1SjhkBow,-0.32158806333383283,Negative,-0.296,Negative,-0.30879403166691644,Negative,Skeptical
923,1340432746099961857,"@BBCWorld #PfizerBioNTech was not part of #OperationWarpSpeed.
It was to be distributed by #UPS and #FedEx
I suspec… https://t.co/J8uoYWwhxs",0.0,Neutral,0.0,Neutral,0.0,Neutral,Neutral
924,1340429948893487105,"Thank you to the immigrants. #AngelaMerkel doesn't build #Walls.
#PfizerBioNTech #Vaccin https://t.co/LARuRvZRB0 https://t.co/w9jQDTESTl",0.35017475560664135,Positive,0.3612,Positive,0.3556873778033207,Positive,Optimistic
925,1340429498890792962,"Working on my biceps 💪 curls,
Just so that I could post my mandatory #COVID19 shot image on #socialmedia next week… https://t.co/nLiErw9bGD",0.0,Neutral,0.0772,Neutral,0.0386,Neutral,Neutral
926,1340423709199364096,I think we need a photo booth at the vaccination sites. In public interest #IDTwitter #COVID19 #PfizerBioNTech,0.0,Neutral,0.4588,Positive,0.2294,Positive,Optimistic
927,1340420987754524673,The absolute best things to look at when I’m at my desk!!! #mybaby #CovidVaccine #PfizerBioNTech https://t.co/sj6v0ehaVg,0.3514316236835029,Positive,0.7249,Positive,0.5381658118417514,Positive,Positive
928,1340419473313046528,I’m a healthcare worker. I believe in science and that is the foundation of my profession. I’m vaccinated. Once it’… https://t.co/Cpq8cmrGLI,0.0,Neutral,0.0,Neutral,0.0,Neutral,Neutral
929,1340417291071176710,@KrisHolt1 @gildy61 Well I really hope that those who received initial supplies of #PfizerBioNTech have got their 2… https://t.co/pjUEC9AqaC,0.0,Neutral,0.6478,Positive,0.3239,Positive,Optimistic
930,1340415887933902848,"1st dose down. 1 more to go. #Covid19Vaccine #ModernMedicine  #IBelieveInScience
Thank you #PfizerBioNTech and… https://t.co/bphyjGgfv7",0.474901019235603,Positive,0.3612,Positive,0.41805050961780155,Positive,Positive
931,1340414605080879106,"Switzerland approved the use of the #PfizerBioNTech vaccine, with immunisation set to start just after Christmas as… https://t.co/G8wigcDnA6",0.0,Neutral,0.4215,Positive,0.21075,Positive,Optimistic
932,1340413310932553730,"So 350, 000 of the initial supply of #PfizerBioNTech which arrived here have been given already. If all those who h… https://t.co/Gqa744j8MA",0.0,Neutral,0.0,Neutral,0.0,Neutral,Neutral
933,1340412058223796225,"This doctor has a cure for cancer and the Texas medical board and the FDA, who are all paid by big Pharma have been… https://t.co/S7yiAZMFZx",0.0,Neutral,-0.6597,Negative,-0.32985,Negative,Skeptical
934,1340400912918061059,"How much covid vaccine have we actually got? Is it still just the 800,000 doses of #PfizerBionTech? So enough for 4… https://t.co/eCZvcq6Dng",0.0,Neutral,0.0,Neutral,0.0,Neutral,Neutral
935,1340386860078686209,"Benjamin Netanyahu and #Israel health minister were injected with the #PfizerBioNTech #COVID19 vaccine live on TV,… https://t.co/RNElsY9UD6",0.0,Neutral,0.0,Neutral,0.0,Neutral,Neutral
936,1340386137882456065,"Woo, getting the #PfizerBioNTech vaccine on New Years Eve!  Going to finish this year with some hope.",0.0,Neutral,0.7424,Positive,0.3712,Positive,Optimistic
937,1340385843404361729,#Breaking : Benjamin Netanyahu and #Israel health minister were injected with the #PfizerBioNTech #COVID19 vaccine… https://t.co/pIDVFJTbLx,-0.3376135849238763,Negative,0.0,Neutral,-0.16880679246193814,Neutral,Skeptical
938,1340385128426729477,"Had my #PfizerBioNTech Covid-19 vaccine just now! 💉 Thank you @Mersey_Care, @1to2arun,  Noir Thomas &amp; all involved… https://t.co/Qt1gPvSxPB",0.40991314690663844,Positive,0.4199,Positive,0.4149065734533192,Positive,Positive
939,1340383830595706881,Day 1 after #CovidVaccine and feeling just fine! A little sore at the injection site but that’s it. #PfizerBioNTech,0.04734262410775425,Neutral,0.0871,Neutral,0.06722131205387713,Neutral,Neutral
940,1340382275129778178,#UPDATE Benjamin Netanyahu and #Israel health minister were injected with the #PfizerBioNTech #COVID-19 #Vaccine li… https://t.co/HCbHVSqkVQ,0.0,Neutral,0.0,Neutral,0.0,Neutral,Neutral
941,1340381469852790785,#Airline #pilots who receive the #ModernaVaccine must observe a 48-hour no fly/no safety-related-duty interval afte… https://t.co/1jyvVKIaXi,0.0,Neutral,-0.296,Negative,-0.148,Neutral,Neutral
942,1340381307847766019,#UPDATE Benjamin Netanyahu and #Israel health minister were injected with the #PfizerBioNTech #COVID19 vaccine live… https://t.co/cqLL2bwyx5,0.0,Neutral,0.0,Neutral,0.0,Neutral,Neutral
943,1340380626000642048,Another productive meeting with @ochealth this morning discussing the vaccine rollout to Orange County. #Othena is… https://t.co/VBrny1PRsp,0.0,Neutral,0.0,Neutral,0.0,Neutral,Neutral
944,1340376947575189504,"What’s in the Pfizer- BioNTech?#PfizerBioNTech
#CovidVaccine https://t.co/5wkdikmOCG",0.0,Neutral,0.0,Neutral,0.0,Neutral,Neutral
945,1340373087947284484,"The @CDC #ACIP reporting that at least 272,000 people in the US have received one dose of the #PfizerBioNTech… https://t.co/5PiMKxrfaw",0.0,Neutral,0.0,Neutral,0.0,Neutral,Neutral
946,1340370838462345216,#COVID19 vaccine and new virus mutation detected in UK how does it affect? #Pfizervaccine #PfizerBioNTech,-0.33287972712414593,Negative,0.0,Neutral,-0.16643986356207296,Neutral,Skeptical
947,1340370069856153601,"Before you believe conspiracy tweets. Read the report for yourself. Do your own homework or you stay a sheep. 

Cov… https://t.co/DhrDXwVFoM",-0.43095419985160527,Negative,-0.5267,Negative,-0.47882709992580264,Negative,Negative
948,1340369963324989445,"I was eligible to get #CovidVaccine as PH worker at #CovidTesting sites &amp; vaccination sites. Shot didn't hurt, no s… https://t.co/R8NLc3T890",-0.3715325435431517,Negative,0.5667,Positive,0.09758372822842415,Neutral,Neutral
949,1340369525263482887,"Two of my favorite people this Saturday - one getting @MikeWoodworthMD the #CovidVaccine, and the other… https://t.co/XHW6vtY9dj",0.6328483710036952,Positive,0.4588,Positive,0.5458241855018475,Positive,Positive
950,1340366929886932992,"@MSNBC Uh huh... and how many people will this kill?
The #PfizerBioNTech vaccine is having an adverse reaction on n… https://t.co/G9Z6lNozQo",-0.9125971088084093,Negative,-0.8452,Negative,-0.8788985544042046,Negative,Negative
951,1340363736012513280,"#USA 🇺🇸🦠💉 #CNMI 🇲🇵

Renea Raho (CHCC Chief of Nursing, @cnmichcc ) was the 1st to receive the #PfizerBioNTech… https://t.co/EtT9DPAAZm",0.0,Neutral,0.0,Neutral,0.0,Neutral,Neutral
952,1340363214115262465,"If you had the chance to jump ahead in the COVID-19 vaccine line, would you? 
#Moderna #PfizerBioNTech",0.0,Neutral,0.25,Positive,0.125,Neutral,Neutral
953,1340362131594612739,Feeling good! #bandaid #shot1done #vaccinessavelives #COVID19 #PfizerBioNTech https://t.co/ZtKluFMDJT,0.3848259281482321,Positive,0.5707,Positive,0.477762964074116,Positive,Positive
954,1340361490306654210,"#NewBrunswick Public Health is reporting 5 new cases of #COVID_19. Even with the new cases, the province's active c… https://t.co/2lBkpKNWWN",0.0,Neutral,0.4019,Positive,0.20095,Positive,Optimistic
955,1340361104736874496,And we're off! @netanyahu is first in #Israel to get #PfizerBioNTech #vaccine against #Covid_19 https://t.co/C2AeilAoVR,0.0,Neutral,0.0,Neutral,0.0,Neutral,Neutral
956,1340359723477069826,"""I think there must be something wrong with me, Linus. Christmas is coming, but I'm not happy. I don't feel the way… https://t.co/NtxGYv1ULq",-0.10619551506246822,Neutral,-0.7225,Negative,-0.4143477575312341,Negative,Negative
957,1340357207829794816,@NYTHealth So much for equity and equitable distribution of the vaccine all over the world. Seems people in the dev… https://t.co/xGSxetxHWq,0.5459689251666765,Positive,0.0,Neutral,0.27298446258333825,Positive,Optimistic
958,1340355928546226177,COVID vaccine distribution is complicated even if we follow the science #CovidVaccine #Moderna #PfizerBioNTech… https://t.co/CtuFbuFaSt,0.0,Neutral,0.0,Neutral,0.0,Neutral,Neutral
959,1340352405846810624,Big thanks to scientific/clinical teams at #PfizerBioNTech for this incredible feat and ⁦@MayoClinic⁩ for prioritiz… https://t.co/ltCXPOWxeN,0.42955853989633697,Positive,0.4404,Positive,0.4349792699481685,Positive,Positive
960,1340351352048906240,#Cyprus gets cold storage for #PfizerBioNTech #vaccine https://t.co/9E7pJwJRLh,-0.5119524052713683,Negative,0.0,Neutral,-0.25597620263568416,Negative,Skeptical
961,1340350512449908736,"@JustinSandefur Refusing #SputnikV doesn’t make you #antivax, to be honest. Development was rushed &amp; a phase 3 test… https://t.co/t7dtCCb52g",0.009322642820562221,Neutral,0.1531,Neutral,0.08121132141028112,Neutral,Neutral
962,1340346302195003393,"Vaccine side effect update, 48 hrs. My arm is not very sore, but the deltoid at the injection site is swollen.  I w… https://t.co/iKJhEPaCWE",-0.6476851531773206,Negative,0.1688,Neutral,-0.23944257658866028,Negative,Skeptical
963,1340345048618119172,"#Cyprus took delivery Saturday of 2 medical freezers from 
@PHCbiomed that will store the first batch of… https://t.co/K5sr00Qg3Z",0.0,Neutral,-0.0258,Neutral,-0.0129,Neutral,Neutral
964,1340344326346461185,.@Swissmedic_ says its approval of #PfizerBioNTech's shot on Saturday is 'the world’s first authorization in the or… https://t.co/DrrNryK5je,0.3673607768350775,Positive,0.4767,Positive,0.42203038841753876,Positive,Positive
965,1340342204099944455,Very relevant 🤣😂🤣😂🤣🤣 #Pfizer #Pfizervaccine #PfizerBioNTech https://t.co/MOImBrSYvm,0.0,Neutral,0.0,Neutral,0.0,Neutral,Neutral
966,1340337419007176705,Watching the #ACIP meeting on the @moderna_tx #CovidVaccine just like last week with the #PfizerBioNTech #vaccine.… https://t.co/c7z9b3Boom,0.29204982704904464,Positive,0.3612,Positive,0.32662491352452233,Positive,Optimistic
967,1340335856217931784,The media deliberately down played or ignored the Russian #coronavirus vaccine. Its now all about #Pfizer… https://t.co/hxoGhLzwG7,0.0,Neutral,0.0258,Neutral,0.0129,Neutral,Neutral
968,1340333722185457666,@MichaelZemanek1 He is a flagrant liar #PfizerBioNTech  have enough. #Trump just didn’t order enough. Probably beca… https://t.co/vmkOELV5zJ,0.43545673881369096,Positive,-0.5106,Negative,-0.03757163059315455,Neutral,Neutral
969,1340331539272491010,Ecstatic &amp; grateful that I #GotTheShot (Dose #1 of the #PfizerBioNTech #vaccine) today! This is for all the the sci… https://t.co/wYOzMSkeBX,0.5132448037673054,Positive,0.7644,Positive,0.6388224018836527,Positive,Positive
970,1340331407046922240,A side-by-side comparison of the #PfizerBioNTech and #Moderna #COVID19vaccines   https://t.co/J2jujrzo4T,0.0,Neutral,0.0,Neutral,0.0,Neutral,Neutral
971,1340329898733408256,Fantastic Explainer: How the #Moderna #vaccine stacks up against #PfizerBioNTech - ⁦@Reuters⁩ #CovidVaccine  https://t.co/kdBgR16NBp,0.5109598806319955,Positive,0.5574,Positive,0.5341799403159977,Positive,Positive
